EmployeeID,Age,Gender,Education,Department,JobRole,JobLevel,MonthlyIncome,SalarySlab,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrentManager,OverTime,BusinessTravel,DistanceFromHome,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,NumCompaniesWorked,SickLeaveDays,AbsentDays,MaritalStatus,Attrition,JoiningDate,EmployeeNumber
EMP11166,41,Male,Master's,IT,Data Analyst,2,17715.0,Very High,14,0.0,0,0,No,Travel_Rarely,20.0,High,Low,Medium,High,3,23,1,6,2,11,2,Single,No,14-03-2016,644940
EMP11167,57,Female,Master's,IT,Manager,3,25000.0,Very High,27,15.0,3,3,No,Travel_Frequently,27.0,High,High,Medium,Medium,3,17,3,2,0,5,2,Married,No,02-09-2010,484417
EMP11168,50,Female,Master's,Research & Development,Manager,4,21646.0,Very High,29,2.0,1,2,No,Travel_Frequently,3.0,Low,Low,High,Medium,3,19,3,3,3,11,11,Single,No,06-05-2023,820587
EMP11169,33,Female,Master's,Sales,Sales Executive,3,16751.0,Very High,12,1.0,1,1,Yes,Travel_Frequently,10.0,High,Medium,Very High,Medium,3,14,0,5,3,1,18,Married,No,01-07-2018,746457
EMP11170,43,Male,Bachelor's,Sales,Sales Representative,4,25000.0,Very High,17,1.0,1,1,No,Travel_Rarely,13.0,High,Low,Very High,High,3,14,3,6,4,0,16,Married,No,05-12-2021,953582
EMP11171,51,Female,Bachelor's,Human Resources,HR Executive,2,25000.0,Very High,25,15.0,2,7,No,Travel_Rarely,24.0,High,Very High,Medium,Low,3,22,1,2,1,1,16,Married,No,23-08-2021,760691
EMP11172,55,Male,,Marketing,Marketing Specialist,4,25000.0,Very High,28,6.0,4,1,No,Travel_Rarely,23.0,High,High,High,High,3,25,2,2,1,8,3,Married,No,12-10-2018,984973
EMP11173,51,Female,Master's,Human Resources,HR Specialist,2,22847.0,Very High,23,7.0,2,3,No,Travel_Frequently,3.0,Medium,Low,Very High,Medium,3,25,1,4,0,5,6,Married,No,29-11-2014,558621
EMP11174,34,Male,Bachelor's,Sales,Manager,3,21654.0,Very High,10,3.0,0,0,No,Travel_Rarely,4.0,Very High,High,Very High,Very High,3,11,0,3,1,2,6,Married,No,29-09-2024,414969
EMP11175,54,Female,Master's,Human Resources,Manager,1,25000.0,Very High,25,3.0,2,0,Yes,Travel_Rarely,13.0,Very High,Medium,Very High,Medium,3,21,1,2,2,9,6,Married,Yes,30-01-2011,643632
EMP11176,22,Female,Bachelor's,Research & Development,Research Scientist,2,25000.0,Very High,2,1.0,1,1,No,Travel_Rarely,14.0,Low,Medium,High,Low,3,20,2,3,1,6,7,Married,Yes,22-07-2018,324969
EMP11177,35,Male,Master's,IT,Software Engineer,3,25000.0,Very High,7,,4,2,No,Travel_Rarely,4.0,Very High,Medium,High,High,3,11,2,1,0,0,18,Married,No,25-01-2022,674780
EMP11178,24,Female,Master's,Sales,Sales Representative,1,23163.0,Very High,5,1.0,1,1,No,Travel_Frequently,12.0,Medium,High,Very High,Very High,4,24,1,0,1,7,20,Married,No,02-12-2018,401687
EMP11179,40,Male,Bachelor's,IT,Data Analyst,2,25000.0,Very High,15,15.0,1,2,No,Travel_Rarely,16.0,High,Low,Low,High,4,13,2,4,3,9,8,Married,No,28-10-2022,258096
EMP11180,29,Male,Master's,Research & Development,Laboratory Technician,3,25000.0,Very High,3,3.0,3,0,No,Travel_Rarely,10.0,Medium,High,Medium,High,4,16,0,6,3,6,8,Single,No,21-08-2012,802666
EMP11181,38,Male,Master's,Marketing,Marketing Specialist,1,22288.0,Very High,6,3.0,0,3,No,Travel_Rarely,23.0,Very High,Very High,Very High,Medium,3,25,1,4,4,2,13,Single,No,27-08-2011,596131
EMP11182,44,Female,Bachelor's,Research & Development,Laboratory Technician,2,19214.0,Very High,24,1.0,1,0,No,Travel_Rarely,24.0,Low,Medium,Medium,Low,3,17,3,6,4,3,20,Single,No,03-01-2012,961016
EMP11183,23,Male,Bachelor's,Human Resources,HR Specialist,2,21239.0,Very High,0,0.0,0,0,No,Travel_Rarely,20.0,Medium,Very High,Medium,Very High,3,12,1,3,4,10,17,Single,No,24-12-2025,890243
EMP11184,48,Male,High School,Marketing,Marketing Specialist,2,5289.0,Medium,23,1.0,1,1,No,Travel_Frequently,24.0,Medium,Very High,Medium,High,3,10,3,2,4,6,8,Married,No,21-02-2025,810836
EMP11185,38,Female,Master's,Sales,Sales Representative,1,24216.0,Very High,9,1.0,1,1,Yes,Travel_Rarely,17.0,Medium,High,Medium,High,3,13,3,6,1,3,4,Single,Yes,18-03-2021,477566
EMP11186,21,Female,Bachelor's,Marketing,Marketing Executive,1,17680.0,Very High,0,0.0,0,0,No,Travel_Rarely,29.0,High,High,Medium,High,3,15,1,3,0,4,7,Single,No,28-01-2025,647358
EMP11187,29,Female,Bachelor's,Finance,Accountant,1,25000.0,Very High,4,4.0,3,2,No,Travel_Rarely,25.0,Low,High,Low,High,3,15,2,5,1,11,3,Married,No,21-08-2024,520168
EMP11188,44,Male,Bachelor's,Sales,Manager,1,22219.0,Very High,19,8.0,0,4,Yes,Non-Travel,7.0,High,Very High,Medium,High,4,18,3,0,0,0,19,Married,No,27-07-2019,377039
EMP11189,39,Male,Bachelor's,Research & Development,Laboratory Technician,1,12900.0,High,10,2.0,2,2,Yes,Non-Travel,4.0,Very High,High,Very High,High,4,24,3,4,0,4,13,Married,No,07-04-2014,885591
EMP11190,38,Male,Master's,Finance,Finance Manager,3,21538.0,Very High,18,0.0,0,0,No,Travel_Frequently,24.0,High,Medium,Low,Medium,3,22,1,4,0,9,16,Single,Yes,25-12-2018,602720
EMP11191,42,Female,Master's,Sales,Sales Representative,2,13756.0,High,17,3.0,2,2,No,Travel_Rarely,12.0,Very High,High,Medium,Medium,3,16,3,0,0,9,20,Married,No,08-02-2014,421666
EMP11192,43,Male,Bachelor's,Human Resources,Manager,3,25000.0,Very High,18,7.0,0,7,No,Travel_Frequently,10.0,Medium,Very High,High,High,3,22,1,3,3,11,15,Married,No,08-01-2014,708003
EMP11193,30,Male,Master's,SALES,Research Director,1,25000.0,Very High,10,1.0,1,1,No,Travel_Frequently,2.0,Medium,Medium,High,Very High,3,21,3,4,0,3,8,Married,No,31-03-2015,429640
EMP11194,53,Female,Master's,Human Resources,HR Specialist,2,,Very High,20,1.0,1,1,No,Travel_Rarely,14.0,High,High,Medium,High,3,23,3,2,1,2,4,Divorced,No,20-04-2019,461109
EMP11195,47,Male,Bachelor's,Sales,Manager,1,15431.0,Very High,21,15.0,2,1,Yes,Travel_Rarely,8.0,Low,High,Medium,High,4,18,1,3,0,11,4,Married,No,02-10-2011,243730
EMP11196,24,Male,High School,IT,IT Support,3,22366.0,Very High,0,0.0,0,0,No,Non-Travel,10.0,Very High,Low,Low,Very High,3,19,1,2,3,8,5,Single,No,27-09-2013,313447
EMP11197,24,Male,Master's,Marketing,Marketing Specialist,3,11917.0,High,1,1.0,1,1,Yes,Travel_Rarely,6.0,Low,Medium,Very High,High,3,20,0,6,1,0,5,Single,No,30-09-2010,820920
EMP11198,40,Male,Master's,Marketing,Marketing Specialist,3,25000.0,Very High,12,8.0,0,3,Yes,Travel_Rarely,23.0,Very High,Medium,High,Medium,4,14,2,5,2,9,7,Married,No,30-04-2020,166553
EMP11199,31,Male,Master's,Finance,Financial Analyst,1,25000.0,Very High,0,0.0,0,0,Yes,Travel_Rarely,23.0,Low,High,Medium,Low,3,14,0,5,1,4,15,Single,Yes,11-10-2016,666659
EMP11200,23,Male,High School,Sales,Manager,3,25000.0,Very High,0,0.0,0,0,No,Travel_Rarely,2.0,High,High,Very High,Very High,3,14,1,5,3,9,13,Married,No,19-03-2012,963212
EMP11201,39,Female,Master's,IT,Data Analyst,2,22043.0,Very High,13,2.0,2,1,No,Travel_Rarely,14.0,Low,Low,Low,High,3,14,3,1,3,1,0,Married,No,16-06-2020,174036
EMP11202,57,Male,Bachelor's,Sales,Manager,3,25000.0,Very High,38,2.0,2,1,No,Travel_Rarely,11.0,Low,Low,Medium,High,4,23,2,0,4,4,15,Married,No,08-11-2021,798546
EMP11203,44,Male,Master's,Sales,Sales Representative,2,25000.0,Very High,19,16.0,4,2,No,Travel_Frequently,2.0,High,Medium,High,High,3,13,1,5,2,4,14,Married,No,29-12-2017,708461
EMP11204,33,Female,PhD,Research & Development,Research Scientist,2,19374.0,Very High,5,5.0,4,0,No,Travel_Frequently,4.0,Medium,High,High,High,3,15,0,4,0,9,4,Single,No,21-04-2013,984740
EMP11205,30,Female,PhD,Research & Development,Laboratory Technician,1,23444.0,Very High,3,3.0,3,2,NO,Travel_Frequently,6.0,High,Low,High,Medium,4,21,3,0,3,10,8,Single,Yes,18-06-2021,938961
EMP11206,51,Female,Master's,IT,IT Support,2,13511.0,High,26,1.0,1,1,No,Travel_Rarely,4.0,High,Medium,Medium,Very High,3,10,3,0,4,0,2,Single,No,06-02-2013,620369
EMP11207,30,Female,High School,Finance,Finance Manager,1,14902.0,High,2,2.0,1,1,No,Travel_Rarely,22.0,Low,Very High,High,Low,3,25,1,2,4,3,6,Married,No,22-01-2012,272346
EMP11208,37,Female,Master's,Research & Development,Manager,1,23018.0,Very High,6,6.0,5,0,Yes,Travel_Rarely,5.0,Very High,High,Medium,Very High,4,11,3,6,0,6,6,Single,No,20-05-2011,919036
EMP11209,46,Male,High School,Sales,Sales Executive,1,25000.0,Very High,23,1.0,1,1,No,Travel_Rarely,6.0,Medium,High,Medium,Medium,3,18,0,4,1,0,15,Single,No,12-04-2025,133684
EMP11210,37,Female,Master's,Marketing,Marketing Specialist,4,19627.0,Very High,14,10.0,2,3,No,Travel_Rarely,9.0,High,High,High,Low,3,15,3,1,2,11,2,Married,No,28-06-2010,971246
EMP11211,42,Male,Bachelor's,Research & Development,Manager,1,19808.0,Very High,12,2.0,1,1,No,Travel_Frequently,22.0,High,Medium,Very High,Low,3,15,0,0,0,9,14,Single,Yes,29-04-2025,183606
EMP11212,30,Male,Master's,Research & Development,Laboratory Technician,3,18341.0,Very High,0,0.0,0,0,No,Travel_Rarely,22.0,High,Medium,Medium,Very High,3,19,3,2,0,1,6,Divorced,No,18-03-2012,609520
EMP11213,40,Male,High School,Sales,Sales Executive,4,17316.0,Very High,15,5.0,2,3,No,Travel_Rarely,16.0,Medium,High,High,Low,3,13,2,5,1,3,2,Married,No,15-11-2015,278306
EMP11214,24,Male,Master's,IT,IT Support,4,25000.0,Very High,0,0.0,0,0,No,Travel_Rarely,11.0,Medium,High,High,Medium,3,14,1,2,1,9,15,Divorced,No,28-07-2010,260992
EMP11215,42,Male,Bachelor's,Finance,Finance Manager,4,11229.0,High,13,0.0,0,0,Yes,Travel_Rarely,11.0,High,Medium,Very High,Medium,3,18,1,5,3,1,5,Married,No,03-11-2020,415383
EMP11216,60,Male,Bachelor's,Sales,Manager,4,25000.0,Very High,37,2.0,1,1,No,Non-Travel,24.0,Medium,High,Medium,Low,4,11,3,6,1,1,7,Single,Yes,07-03-2025,659409
EMP11217,44,Male,Master's,Sales,Sales Executive,1,16327.0,Very High,15,15.0,9,5,Yes,Non-Travel,21.0,Medium,Medium,High,High,3,12,1,4,1,0,15,Single,No,13-02-2010,452565
EMP11218,60,Female,Master's,Finance,Accountant,1,25000.0,Very High,29,6.0,1,2,No,Travel_Rarely,21.0,High,Low,High,Very High,4,19,2,3,2,1,5,Married,No,04-04-2023,287482
EMP11219,29,Female,High School,Finance,Finance Manager,2,12438.0,High,3,3.0,3,2,Yes,Travel_Rarely,10.0,High,Very High,Medium,Very High,4,25,0,3,2,2,15,Single,No,03-09-2025,800303
EMP11220,41,Female,Bachelor's,Sales,Sales Executive,2,25000.0,Very High,19,1.0,1,1,No,Travel_Rarely,29.0,Low,Medium,High,Medium,3,17,2,6,2,3,1,Single,No,24-12-2015,817061
EMP11221,38,Female,High School,Marketing,Marketing Executive,1,25000.0,Very High,16,0.0,0,0,Yes,Travel_Frequently,27.0,Medium,Very High,High,Very High,3,18,2,1,0,0,0,Married,Yes,16-06-2017,238024
EMP11222,20,Male,Master's,Sales,Sales Representative,2,25000.0,Very High,0,0.0,0,0,No,Travel_Rarely,1.0,Medium,Very High,Very High,High,3,24,0,6,2,0,18,Married,No,30-05-2015,489557
EMP11223,26,Female,PhD,Research & Development,Research Director,2,14080.0,High,3,1.0,1,1,No,Travel_Rarely,22.0,Low,Medium,High,Medium,3,21,1,5,2,6,13,Divorced,No,25-11-2020,104617
EMP11224,23,Male,Master's,Marketing,Marketing Specialist,3,24644.0,Very High,0,0.0,0,0,Yes,Travel_Rarely,17.0,Medium,Very High,Medium,High,3,14,0,2,4,4,18,Single,No,01-07-2025,529173
EMP11225,20,Male,Bachelor's,Research & Development,Manager,2,12934.0,High,0,0.0,0,0,No,Travel_Rarely,27.0,Low,Very High,Medium,Medium,3,12,0,3,2,6,3,Single,Yes,18-11-2020,605274
EMP11226,34,Male,Bachelor's,Human Resources,HR Executive,2,19658.0,Very High,2,2.0,2,2,Yes,Travel_Rarely,8.0,Very High,Very High,High,Very High,3,24,0,6,0,9,1,Married,No,26-07-2012,337136
EMP11227,59,Male,PhD,Research & Development,Research Scientist,2,25000.0,Very High,38,2.0,2,1,Yes,Travel_Rarely,26.0,High,High,High,High,3,10,1,0,4,8,1,Single,Yes,02-02-2017,295942
EMP11228,31,Male,Bachelor's,Sales,Sales Representative,2,25000.0,Very High,9,9.0,6,0,Yes,Travel_Rarely,16.0,Low,Very High,Medium,Medium,3,21,0,1,0,0,11,Married,Yes,25-10-2021,179021
EMP11229,41,Male,Bachelor's,Marketing,Marketing Specialist,4,22177.0,Very High,20,1.0,1,0,,Travel_Rarely,25.0,Low,High,Medium,High,3,11,2,5,0,7,10,Divorced,Yes,06-04-2018,549997
EMP11230,41,Male,Bachelor's,Research & Development,Laboratory Technician,1,14205.0,High,18,3.0,1,3,No,Non-Travel,6.0,High,Very High,Very High,High,3,13,0,0,4,9,20,Married,No,03-10-2012,470059
EMP11231,36,Male,Master's,IT,IT Support,2,25000.0,Very High,9,0.0,0,0,Yes,Travel_Rarely,14.0,Medium,High,Low,High,3,13,0,3,4,3,17,Married,No,19-02-2017,436101
EMP11232,48,Male,Master's,Sales,Manager,2,22219.0,Very High,22,3.0,0,3,Yes,Travel_Rarely,25.0,High,Very High,Medium,Medium,3,25,3,2,4,8,18,Married,No,03-04-2020,892732
EMP11233,33,Female,Bachelor's,Sales,Manager,2,7753.0,Medium,10,0.0,0,0,No,Non-Travel,2.0,Very High,High,High,High,3,14,3,3,4,1,16,Divorced,No,27-03-2015,985069
EMP11234,39,Male,,Sales,Manager,1,25000.0,Very High,14,14.0,2,2,No,Travel_Frequently,9.0,High,High,High,High,3,18,2,1,0,8,3,Married,No,28-03-2025,164199
EMP11235,52,Male,Bachelor's,Finance,Accountant,1,21788.0,Very High,33,8.0,0,0,No,Travel_Rarely,4.0,Medium,Very High,High,High,3,23,1,5,4,7,11,Single,No,30-05-2024,682960
EMP11236,34,Female,Bachelor's,Research & Development,Manager,1,25000.0,Very High,9,3.0,3,3,No,Travel_Rarely,19.0,High,Medium,Medium,Very High,3,25,3,1,1,5,2,Married,No,08-09-2017,704903
EMP11237,31,Female,Bachelor's,IT,Software Engineer,1,13455.0,High,7,0.0,0,0,No,Travel_Rarely,,Very High,Low,Very High,Low,3,21,2,0,2,4,15,Married,No,17-04-2021,696944
EMP11238,59,Male,Bachelor's,Research & Development,Research Scientist,3,5274.0,Medium,29,4.0,4,3,No,Travel_Rarely,1.0,High,Low,Low,High,3,11,3,0,2,2,3,Single,No,01-02-2012,960458
EMP11239,39,Female,Bachelor's,Marketing,Manager,2,24974.0,Very High,16,7.0,5,3,No,Non-Travel,24.0,High,Very High,High,High,3,24,3,1,1,0,5,Single,No,18-07-2021,455942
EMP11240,49,Male,Master's,Sales,Sales Representative,1,25000.0,Very High,26,1.0,1,1,No,Travel_Rarely,2.0,Medium,Very High,High,Low,3,24,1,6,0,5,0,Single,No,15-01-2010,484518
EMP11241,57,Male,High School,IT,Software Engineer,2,10293.0,High,30,4.0,3,1,No,Travel_Rarely,17.0,Medium,High,Medium,Very High,3,11,1,6,0,9,4,Divorced,No,17-03-2016,476459
EMP11242,22,Male,High School,IT,Manager,1,14181.0,High,0,0.0,0,0,No,Travel_Rarely,2.0,High,Very High,High,Medium,3,25,3,0,2,4,9,Single,No,20-01-2022,839340
EMP11243,47,Female,Bachelor's,IT,IT Support,4,25000.0,Very High,16,7.0,7,2,No,Travel_Rarely,3.0,Very High,Medium,Medium,Very High,3,14,3,6,3,7,13,Married,No,21-06-2023,506204
EMP11244,45,Male,Bachelor's,IT,Data Analyst,2,19196.0,Very High,17,8.0,6,0,No,Travel_Rarely,4.0,High,Low,High,High,3,21,1,4,1,0,4,Single,No,04-07-2022,870430
EMP11245,49,Female,Bachelor's,IT,Manager,5,25000.0,Very High,25,11.0,4,0,No,Travel_Rarely,13.0,High,High,High,High,3,11,1,5,1,9,9,Single,No,02-09-2014,587598
EMP11246,32,Male,Bachelor's,Human Resources,HR Executive,1,16436.0,Very High,11,11.0,8,2,No,Travel_Rarely,27.0,Low,Medium,High,Very High,3,23,2,1,2,0,8,Married,No,27-06-2017,569394
EMP11247,32,Female,Master's,Sales,Sales Executive,3,8599.0,High,5,3.0,2,3,Yes,Travel_Rarely,25.0,Medium,Medium,Very High,Very High,3,19,3,5,4,6,12,Single,No,08-09-2020,981282
EMP11248,21,Male,PhD,Sales,Sales Executive,1,20402.0,Very High,0,0.0,0,0,No,Travel_Rarely,23.0,High,High,Medium,Very High,3,14,1,0,3,7,16,Married,No,18-02-2020,909834
EMP11249,56,Male,Master's,Marketing,Marketing Executive,1,19545.0,Very High,34,8.0,8,0,No,Travel_Rarely,12.0,Low,Medium,Very High,High,3,21,3,6,0,9,18,Married,No,24-07-2016,375111
EMP11250,57,Male,Bachelor's,Human Resources,Manager,1,18399.0,Very High,32,6.0,2,0,No,Travel_Rarely,21.0,High,High,Very High,Medium,3,14,2,5,0,11,19,Married,No,21-03-2021,206763
EMP11251,21,Female,PhD,IT,Software Engineer,2,20919.0,Very High,0,0.0,0,0,No,Travel_Rarely,5.0,Medium,Medium,Low,Very High,3,16,0,3,0,0,0,Married,No,21-11-2012,487742
EMP11252,55,Male,Bachelor's,Research & Development,Research Director,1,24808.0,Very High,29,0.0,0,0,Yes,Travel_Rarely,14.0,High,Very High,Very High,High,3,13,3,2,0,8,8,Married,No,15-08-2023,215362
EMP11253,45,Female,Bachelor's,Sales,Sales Executive,2,20588.0,Very High,26,2.0,2,2,Yes,Travel_Rarely,6.0,High,High,High,Medium,3,11,2,6,1,6,17,Married,No,,243699
EMP11254,30,Female,Bachelor's,Sales,Manager,3,12471.0,High,7,2.0,2,2,No,Travel_Frequently,1.0,Medium,High,Very High,Very High,3,17,0,4,1,6,4,Married,No,07-11-2025,941537
EMP11255,27,Male,Bachelor's,Finance,Accountant,1,25000.0,Very High,0,0.0,0,0,No,Travel_Rarely,16.0,Medium,Medium,Very High,High,4,23,3,4,4,7,13,Married,No,19-02-2019,281274
EMP11256,59,Female,Master's,Research & Development,Manager,1,9162.0,High,31,1.0,1,1,No,Non-Travel,6.0,High,Very High,Very High,High,3,10,2,2,1,7,18,Married,No,11-05-2016,611234
EMP11257,41,Female,Bachelor's,Sales,Sales Representative,3,8755.0,High,18,6.0,1,0,Yes,Travel_Frequently,13.0,Very High,Low,Medium,High,3,25,0,2,4,0,14,Married,No,08-10-2011,198095
EMP11258,39,Male,Bachelor's,Research & Development,Research Director,2,25000.0,Very High,8,0.0,0,0,No,Travel_Rarely,13.0,High,Medium,High,Very High,3,19,2,5,4,3,3,Single,No,29-07-2016,663092
EMP11259,27,Male,Bachelor's,Sales,Sales Representative,3,25000.0,Very High,3,3.0,3,3,No,Travel_Rarely,11.0,Low,Low,High,Medium,3,10,2,5,0,10,3,Single,No,04-06-2022,802322
EMP11260,48,Male,Master's,Human Resources,HR Executive,2,21465.0,Very High,24,6.0,0,0,No,Travel_Rarely,16.0,Low,Very High,Medium,Low,3,21,2,3,0,8,17,Married,No,17-09-2017,995539
EMP11261,59,Male,Master's,Sales,Sales Representative,2,11755.0,High,29,1.0,0,1,No,Non-Travel,22.0,Medium,Very High,Medium,High,3,21,2,5,1,2,17,Single,No,01-07-2019,847654
EMP11262,45,Male,Bachelor's,IT,Data Analyst,1,16018.0,Very High,13,1.0,0,1,No,Travel_Rarely,14.0,,Very High,High,Very High,3,20,0,2,1,5,7,Single,No,22-09-2017,226258
EMP11263,49,Male,Master's,Research & Development,Laboratory Technician,4,19570.0,Very High,21,5.0,5,0,No,Travel_Rarely,11.0,High,High,High,High,3,21,1,4,4,3,1,Single,No,03-09-2011,978048
EMP11264,36,Female,Master's,Research & Development,Research Scientist,4,10741.0,High,15,7.0,3,7,No,Travel_Rarely,5.0,High,Low,Very High,High,3,16,2,3,2,0,15,Married,No,26-03-2013,139724
EMP11265,39,Male,Bachelor's,Sales,Sales Representative,5,15795.0,Very High,17,10.0,9,2,Yes,Travel_Frequently,,,Very High,Very High,Low,4,13,0,2,0,2,13,Married,No,29-09-2021,456141
EMP11266,35,Female,Master's,Sales,Manager,2,25000.0,Very High,10,10.0,3,7,No,Travel_Rarely,25.0,Medium,Medium,Medium,High,3,12,2,3,3,2,0,Married,No,12-08-2018,922048
EMP11267,26,Male,Bachelor's,Research & Development,Research Director,3,25000.0,Very High,0,0.0,0,0,No,Travel_Rarely,26.0,Medium,Medium,High,Low,3,10,3,3,2,2,16,Married,No,18-05-2022,443843
EMP11268,35,Male,High School,Research & Development,Manager,2,18238.0,Very High,14,4.0,4,1,No,Travel_Rarely,10.0,Very High,Medium,High,High,3,21,3,5,0,10,9,Married,No,05-01-2015,821936
EMP11269,46,Female,Master's,Human Resources,HR Executive,2,25000.0,Very High,16,12.0,1,1,No,Travel_Rarely,21.0,High,Medium,Medium,High,4,22,1,5,0,5,15,Single,No,04-04-2012,951333
EMP11270,42,Female,Bachelor's,Sales,Sales Executive,3,9308.0,High,16,8.0,1,0,No,Travel_Rarely,25.0,High,High,Medium,Very High,3,17,0,0,1,8,2,Married,No,16-12-2022,734772
EMP11271,43,Male,Bachelor's,Finance,Finance Manager,1,25000.0,Very High,21,11.0,2,4,No,Travel_Rarely,26.0,Medium,Medium,Medium,Medium,3,17,3,2,3,6,18,Single,No,28-03-2020,489925
EMP11272,28,Male,Master's,IT,Software Engineer,1,15340.0,Very High,2,0.0,0,0,No,Travel_Frequently,15.0,High,Medium,Very High,Low,3,21,0,5,3,6,10,Married,No,03-02-2017,174812
EMP11273,54,Male,High School,IT,Data Analyst,1,25000.0,Very High,28,17.0,1,8,No,Travel_Frequently,7.0,Medium,High,Very High,Medium,3,13,3,0,0,0,14,Married,No,13-01-2010,308185
EMP11274,39,Female,Bachelor's,Sales,Sales Representative,3,19703.0,Very High,16,3.0,0,1,No,Travel_Frequently,3.0,Medium,Medium,Very High,Medium,3,25,0,5,4,8,17,Single,No,20-07-2018,578191
EMP11275,56,Male,Bachelor's,Research & Development,Manager,2,25000.0,Very High,27,8.0,1,3,Yes,Travel_Rarely,11.0,High,Low,High,Medium,4,25,2,4,3,3,19,Single,No,17-10-2022,767211
EMP11276,36,Female,High School,Sales,Sales Representative,2,14861.0,High,7,1.0,1,1,No,Travel_Frequently,9.0,High,Very High,Medium,High,3,11,2,6,2,7,18,Married,No,27-09-2022,552363
EMP11277,50,Male,Bachelor's,Sales,Sales Representative,5,25000.0,Very High,28,3.0,3,3,No,Travel_Rarely,10.0,Medium,Medium,Very High,Medium,3,13,3,3,4,11,6,Single,No,17-09-2011,184669
EMP11278,27,Male,PhD,Marketing,Marketing Specialist,2,19423.0,Very High,0,0.0,0,0,Yes,Travel_Rarely,23.0,Low,High,Medium,Very High,3,16,1,4,1,0,5,Married,No,21-07-2015,326799
EMP11279,34,Male,Bachelor's,Sales,Sales Executive,1,20512.0,Very High,6,2.0,1,2,Yes,Non-Travel,4.0,Medium,High,High,Medium,3,13,3,3,0,7,8,Single,No,05-10-2022,887461
EMP11280,50,Male,Master's,Research & Development,Laboratory Technician,2,,Very High,30,1.0,0,1,No,Travel_Frequently,30.0,Medium,Low,Medium,Very High,3,22,3,2,0,8,12,Married,No,03-06-2022,471916
EMP11281,49,Male,Bachelor's,Human Resources,HR Specialist,3,15055.0,Very High,24,8.0,2,0,No,Travel_Rarely,28.0,High,High,Very High,Low,3,20,1,6,2,4,7,Single,No,29-07-2013,486297
EMP11282,39,Male,Master's,Finance,Finance Manager,1,21887.0,Very High,17,0.0,0,0,No,Travel_Frequently,25.0,Very High,Medium,Low,Very High,3,20,2,1,2,6,17,Married,Yes,24-05-2010,464975
EMP11283,58,Male,PhD,Research & Development,Research Director,2,21414.0,Very High,29,2.0,2,1,Yes,Non-Travel,22.0,Low,Medium,Medium,High,4,12,2,2,1,10,2,Divorced,Yes,28-09-2017,729079
EMP11284,31,Female,Bachelor's,Sales,Manager,1,24552.0,Very High,2,1.0,1,1, yes,Travel_Rarely,25.0,Medium,Low,High,High,3,19,3,3,1,9,0,Married,No,26-06-2020,874761
EMP11285,36,Male,Master's,Research & Development,Research Scientist,2,22880.0,Very High,11,4.0,1,1,No,Travel_Rarely,20.0,Medium,Low,Medium,High,3,21,0,1,3,1,17,Single,No,29-09-2010,724032
EMP11286,49,Female,PhD,Research & Development,Manager,1,25000.0,Very High,27,1.0,0,1,Yes,Travel_Frequently,26.0,High,High,Very High,Very High,3,10,3,1,4,0,3,Married,Yes,20-03-2025,243892
EMP11287,48,Male,Master's,Sales,Manager,1,25000.0,Very High,28,1.0,1,0,Yes,Travel_Rarely,18.0,Medium,Low,Medium,High,3,18,2,2,0,11,17,Married,No,19-12-2024,143007
EMP11288,38,Male,Bachelor's,Research & Development,Research Director,2,13728.0,High,21,3.0,3,0,Yes,Travel_Rarely,29.0,High,Medium,Very High,Medium,3,14,0,4,3,10,15,Single,No,21-07-2018,862342
EMP11289,30,Female,Master's,Sales,Sales Executive,4,25000.0,Very High,0,0.0,0,0,Yes,Travel_Frequently,14.0,Medium,Very High,High,High,4,11,1,2,1,5,17,Single,No,04-08-2015,157239
EMP11290,53,Female,Master's,Sales,Sales Executive,3,12915.0,High,27,1.0,0,1,Yes,Travel_Rarely,9.0,High,Low,High,Very High,3,15,2,3,2,8,2,Married,No,27-03-2017,546518
EMP11291,26,Male,Bachelor's,Research & Development,Manager,4,25000.0,Very High,1,1.0,0,1,No,Travel_Rarely,26.0,Very High,Medium,Very High,Very High,3,11,1,6,3,11,13,Divorced,No,06-04-2025,143184
EMP11292,53,Female,Bachelor's,Sales,Sales Representative,2,25000.0,Very High,27,1.0,1,1,Yes,Travel_Rarely,28.0,Very High,High,High,High,3,21,2,4,2,0,9,Single,No,10-03-2014,757131
EMP11293,39,Female,Bachelor's,Research & Development,Laboratory Technician,1,9320.0,High,10,10.0,1,10,No,Travel_Rarely,30.0,Very High,Very High,Medium,Medium,3,15,2,3,4,9,4,Single,No,20-03-2017,795155
EMP11294,57,Female,Bachelor's,Finance,Financial Analyst,1,22968.0,Very High,27,3.0,3,1,No,Non-Travel,20.0,High,Low,Medium,High,3,18,0,5,2,0,7,Divorced,No,10-08-2016,434291
EMP11295,43,Male,Master's,IT,IT Support,4,17840.0,Very High,21,5.0,3,0,No,Travel_Rarely,16.0,Very High,Medium,Medium,Very High,3,11,2,5,0,3,17,Single,No,26-10-2011,749710
EMP11296,29,Female,Bachelor's,Sales,Sales Representative,2,15655.0,Very High,2,1.0,1,1,No,Travel_Rarely,27.0,Medium,Medium,High,High,3,22,3,6,4,9,4,Married,No,30-04-2024,832680
